Detected,Related to Tensor,Time,Version,CUDA,Category Impact,Impact,Buggy API,Log Rule,Log Rule 2,Log Message,Issue,Category,Trigger,Need More Inspection,Reason not agree
,yes,2023,2.1.0,,Logical,TypeError,torch.nn.functional.max_pool1,failed to unpack the object at pos,N\A,"TypeError: max_pool1d(): argument 'dilation' failed to unpack the object at pos 1 with error ""Overflow when unpacking long""",https://github.com/pytorch/pytorch/commit/6f0d0b3850db984e73aad91daf75e65272301e8d,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Logical,TypeError,torch.nn.functional.max_pool2,failed to unpack the object at pos,N\A,"TypeError: max_pool1d(): argument 'dilation' failed to unpack the object at pos 1 with error ""Overflow when unpacking long""",https://github.com/pytorch/pytorch/commit/6f0d0b3850db984e73aad91daf75e65272301e8d,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Logical,TypeError,torch.nn.functional.max_pool3,failed to unpack the object at pos,N\A,"TypeError: max_pool1d(): argument 'dilation' failed to unpack the object at pos 1 with error ""Overflow when unpacking long""",https://github.com/pytorch/pytorch/commit/6f0d0b3850db984e73aad91daf75e65272301e8d,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Logical,RuntimeError,torch.nn.AdaptiveMaxPool1d,Expected input to have non-zero size,N\A,"RuntimeError: adaptive_max_pool2d(): Expected input to have non-zero size for non-batch dimensions, but input has sizes [0, 1, 1, 0] with dimension 3 being empty",https://github.com/pytorch/pytorch/commit/3b160ecc71eaed3db64cac53ef9089bea876b6d3,API Input Context,Empty Input Tensor,,
,no,2023,2.0.1,,Performance bug,Performance bug,torch.onnx.export,Memory Leak,N\A,Memory Leak,https://github.com/pytorch/pytorch/commit/2b3917dc63f7daf197602f3f924a1bb1c0c94802,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023,2.1.0,,Logical,RuntimeError,torch.Tensor.index_put_,operation not permitted when stream is,N\A,RuntimeError: CUDA error: operation not permitted when stream is capturing. Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.,https://github.com/pytorch/pytorch/commit/5abc5ab55dc5fd7bc0d199c5de8518f8e503515c,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2023,2.0.0,,Logical,Others,torch.Tensor.resize_,Others,N\A,Others,https://github.com/pytorch/pytorch/commit/0ccdbbe2337b0955a41407a7b31991772387abb0,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Logical,RuntimeError,torch.Tensor.squeeze,CUDA kernel errors might be,N\A,"RuntimeError: CUDA error: device-side assert triggered CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.",https://github.com/pytorch/pytorch/commit/9626604bdd313901524d8e8d0c6c6bef427d82f1,API Input Context,Modeling Parameter Space,,
,no,2023,2.0.0,,Logical,Inconsistent results,torch.distributed.all_reduce,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/9165d46b8949f38744c9c642172767cf5833b292,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Vulnerability,Others,torch.to_dtype,IOT instruction (core dumped),N\A,IOT instruction (core dumped),https://github.com/pytorch/pytorch/commit/adcefcb3781b29ed0a1430b66ccf5d5d8ae47dda,API Input Context,Modeling Specific Data Types,,
,yes,2023,2.1.0,,Logical,RuntimeError,torch.sparse_csr_tensor,is not satisfied,N\A,RuntimeError: `0 <= col_indices < ncols` is not satisfied.,https://github.com/pytorch/pytorch/commit/9f97b7c43b035b4ba6e40541d7ed50d116d66aa2,API Input Context,Large Input Tensor,,
,yes,2023,2.1.0,,Logical,Inconsistent results,torch.Tensor.neg,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/e5b7c7a04fae8c58de30a647d7e879f4ffc9eda2,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,Inconsistent results,torch.nn.MaxPool1d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/563d8058f44d5a6324893b4187b91c4cfb134aa7,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2023,2.0.0,,Logical,RuntimeError,torch.nn.LSTM,expected scalar type Long but found Float,N\A,RuntimeError: expected scalar type Long but found Float,https://github.com/pytorch/pytorch/commit/022119879065990ba6b65fbed17e97dc0e79f2f4,API Input Context,Modeling Parameter Space,,
,yes,2023,2.1.0,,Logical,AssertionError,torch.cat,assert,N\A,assert torch.allclose(AssertionError: ,https://github.com/pytorch/pytorch/commit/bb4e9e9124a81859de6ac1ef0c0798643cb9b7a6,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023,2.1.0,,Logical,ValueError,torch.Tensor.split,add up to the tensor's size in the given dimension,N\A,ValueError: Split sizes don't add up to the tensor's size in the given dimension,https://github.com/pytorch/pytorch/commit/41069f2faa726faa8f9ca633391453d16f346e11,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,Inconsistent results,torch.segment_reduce,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/efed5a4969c38da406b033af05db81d5d3ded90a,API Input Context,Zero Input Tensor,,
,yes,2023,2.0.0,,Logical,RuntimeError,torch.nn.FractionalMaxPool2d,kernel_size must either be a single Int or tuple of Ints,N\A,RuntimeError: fractional_max_pool2d: kernel_size must either be a single Int or tuple of Ints,https://github.com/pytorch/pytorch/commit/dbf0db958fa44a92d7685dd0128d76fc58089516,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,Inconsistent results,torch.tensor,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/a8429342df25531f39f2b16a934a082566d44da1,API Input Context,Modeling Specific Data Types,,
,yes,2023,2.0.0,,Logical,IndexError,torch.is_floating_point,list index out of range,N\A,IndexError: list index out of range,https://github.com/pytorch/pytorch/commit/9c7b03d51e097c40abdb9ef55ce79b98d7f1fd48,API Input Context,Large Input Tensor,,
,yes,2023,2.0.0,,Logical,RuntimeError,torch.masked_scatter,expected BoolTensor or ByteTensor for mask,N\A,RuntimeError: masked_select: expected BoolTensor or ByteTensor for mask,https://github.com/pytorch/pytorch/commit/2af09393f936cb646fea03bdedc8d7429f1120f6,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,Others,torch.nn.TransformerEncoderLayer,Others,N\A,Others,https://github.com/pytorch/pytorch/commit/c757647dd8c198fbcca4d4e6c7cba6f1d12b97e6,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,Others,torch.nn.functional.embedding_bag,error,N\A,Others,https://github.com/pytorch/pytorch/commit/29b216acd5f8db0968e0de85b4515fce215598ed,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,no,2023,2.1.0,,Logical,Inconsistent results,torch.ops.aten.unsqueeze_,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/6ae06e49ac92442e583f05e6b88f58670cecebaa,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,BackendCompilerFailed,torch.ops.aten.mean.dim,inductor raised CppCompileError,N\A,torch._dynamo.exc.BackendCompilerFailed: inductor raised CppCompileError: C++ compile error,https://github.com/pytorch/pytorch/commit/1d7133c542fd5f87cd4efd87da449d4484050aaa,API Input Context,Modeling Parameter Space,,
,yes,2023,2.0.0,,Logical,RuntimeError,torch.Tensor.var,returned an invalid gradient at index,N\A,"RuntimeError: Function VarBackward0 returned an invalid gradient at index 0 - got [] but expected shape compatible with [1, 1]",https://github.com/pytorch/pytorch/commit/92f3feabaa919767229c51adc76e2f7ff2d74ad0,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2023,2.0.0,,Vulnerability,Buffer Overflow,torch.Tensor.index_select,heap-buffer-overflow on address,N\A,100125==ERROR: AddressSanitizer: heap-buffer-overflow on address 0x609000000284 at pc 0x7fb6f1b2e155 bp 0x7fff89752850 sp 0x7fff89752848 WRITE of size 4 at 0x609000000284 thread T0,https://github.com/pytorch/pytorch/commit/db6cfff827158c3f22a6707aed35d2013ec2d994,API Input Context,Empty Input Tensor,,
,yes,2022,2.1.0,,Logical,RuntimeError,torch.nn.functional.conv2d,on tensor with symbolic,N\A,RuntimeError: Cannot call sizes() on tensor with symbolic sizes/strides,https://github.com/pytorch/pytorch/commit/795473ff5e861f21c6b5e0611177fcfa9e1c4e0c,API Input Context,Modeling Parameter Space,,
,yes,2022,2.0.0,,Logical,RuntimeError,torch.nested.nested_tensor,Internal error:,N\A,RuntimeError: Internal error: NestedTensorImpl doesn't support sizes. Please file an issue on https://github.com/pytorch/nestedtensor,https://github.com/pytorch/pytorch/commit/1cad744694d7feb7c55e5f4ff4a6ae749686bfb5,API Input Context,Modeling Parameter Space,,
,no,2022,2.1.0,,Logical,AssertionError,torch.jit.trace,Graphs differed across invocations,N\A,ERROR: Graphs differed across invocations! Graph diff:,https://github.com/pytorch/pytorch/commit/ece0002c4beaebaf083dc75b7bf8ceb19edf7a0b,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Multiple API Usage Pattern,,
,no,2022,2.1.0,,Logical,TypeError,torch.nn.LazyLinear,,N\A,"shenxiu@devbig1109:fbcode  (5c57dd833)$ bento console --kernel pytorch --local
/data/users/shenxiu/fbsource/buck-out/v2/gen/fbcode/26f2c80c27f9e71d/bento/kernels/__bento_kernel_pytorch__/bento_kernel_pytorch#link-tree/scribeutil/lib.py:9: DeprecationWarning: The ""thrift"" clients in libfb.py.thrift_clients are not proper thrift clients, and often have unexpected or incorrect behaviour. They are also completely unsupported. Please use a supported client from https://fburl.com/srpy or a supported raw thrift client if you cannot use ServiceRouter.",https://github.com/pytorch/pytorch/commit/ec714e33a3365ce405e2ae048c8adaa2751b9dba,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2022,2.0.0,,Logical,Inconsistent results,torch.nn.Conv2d,or a supported raw thrift client if you cannot use ServiceRouter,N\A,Inconsistent results,https://github.com/pytorch/pytorch/commit/b019a416741c1a78ebed89516c1f9fdbfb276898,API Input Context,Modeling Parameter Space,,
,yes,2022,2.1.0,,Logical,Inconsistent results,torch.rand,object is not subscriptable,N\A,"/home/xxx/.local/lib/python3.7/site-packages/torch/onnx/utils.py:366: UserWarning: Skipping _decide_input_format
 'NoneType' object is not subscriptable
  warnings.warn(""Skipping _decide_input_format\n {}"".format(e.args[0]))
PyTorch Output DTypes: (torch.float64, torch.float32)
ONNX Output DTypes: ('onnx.TensorProto.FLOAT', 'onnx.TensorProto.FLOAT')",https://github.com/pytorch/pytorch/commit/1a845579b67f522e22d899126c92672f46f6a7b9,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2022,2.1.0,,Logical,RuntimeError,torch.nn.GroupNorm,Expected number of channels,N\A,"RuntimeError: Expected number of channels in input to be divisible by num_groups, but got input of shape [1, 6, 4, 4] and num_groups=5",https://github.com/pytorch/pytorch/commit/4a0f6e6c530b624bb5a4fbcaebe3fd43b1ff66c3,API Input Context,Modeling Parameter Space,,
,yes,2022,2.1.0,,Vulnerability,Others,torch.autograd.Function,Deadlock,N\A,Others,https://github.com/pytorch/pytorch/commit/b2a55076546021fd059794676e9066f361b3a091,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2022,2.0.0,,Vulnerability,Segmentation fault,torch.set_default_dtype,Segmentation fault,N\A,segmentation fault,https://github.com/pytorch/pytorch/commit/75db05c3fdb6f3b6682dab1532cd6e1e5b423527,API Input Context,Modeling Specific Data Types,,
,yes,2021,2.0.0,,Logical,RuntimeError,torch.save,Trying to resize storage that is not resizable,N\A,RuntimeError: Trying to resize storage that is not resizable at ../aten/src/TH/THStorageFunctions.cpp:100,https://github.com/pytorch/pytorch/commit/b69155f754bb077acf0dc3e32251f0352234ed5c,API Input Context,Modeling Specific Data Types,,
,yes,2021,2.1.0,,Logical,RuntimeError,torch.nn.GRU,stack expects a non-empty TensorList,N\A,RuntimeError: stack expects a non-empty TensorList,https://github.com/pytorch/pytorch/commit/79dc500a992b7d6f8eba96bc28ff856f2ea9e10d,API Input Context,Zero Integer Argument,,
,yes,2021,2.1.0,,Logical,RuntimeError,torch.Tensor,legacy constructor for device type,N\A,"RuntimeError: legacy constructor for device type: cpu was passed device type: cuda, but device type must be: cpu",https://github.com/pytorch/pytorch/commit/e8574b84bfa4dd132b6d451b05a9197856d7fda1,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2021,2.1.0,,Logical,RuntimeError,torch.Tensor.where,Expected condition to have ScalarType Byte,N\A,"RuntimeError: Expected condition to have ScalarType Byte, but got ScalarType Float",https://github.com/pytorch/pytorch/commit/f0f69c5dc104b2a433d582c5e8a71812b1a2ff6f,API Input Context,Modeling Specific Data Types,,
,yes,2021,2.0.0,,Logical,RuntimeError,torch.normal,but found std,N\A,"RuntimeError: normal_ expects std > 0.0, but found std=-1",https://github.com/pytorch/pytorch/commit/6c235ef267c350225b7ca3f0caedb1a05c9df9ec,API Input Context,Negative Integer Argument,,
,no,2021,2.0.0,,Logical,Others,torch.device,opencl:0,N\A,opencl:0,https://github.com/pytorch/pytorch/commit/751c30038feee49308abd71252beb69387d961d2,Test Case Context,Modeling Compile/Eager Execution Mode,,
DeepRel,yes,2020,2.0.0,,Logical,TypeError,torch.empty,must be tuple of ints,N\A,"TypeError: empty(): argument 'size' must be tuple of ints, but found element of type int at pos 1",https://github.com/pytorch/pytorch/commit/c675727adf36bdbb60933c9c7529d3ee34462093,API Input Context,Large Integer Argument,,
